Sub-Region,Alpha3Code,Alpha Ctry Code,Total Cases,Country / territory,Country name,Date,Deaths,EpiWeek onset,Imported cases,Laboratory confirmed cases,Nombre Pais,NumCtryCode (Countries codes),Num Ctry Code,Number of GBS associated with Zika,Number of GBS,Number of Records,Number of microcephalies associated,Other Neuro complications,Other source of transmission,Pregnant women,Report Epi Week,Severe cases,Sovereign,Status,Suspected cases (bin),Suspected cases,Total Cases (bin),Year
Central America,PAN,PAN,200%,Panama,Panama,"December, 2015",0,0,0,2,Panamá,591,591,0,0,1,0,0,0,0,52,0,Panama,Member State,0K,0,0%,2015
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"December, 2015",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,52,0,Dominican Republic,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,52,0,Haiti,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,200%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,52,0,Haiti,Member State,0K,2,0%,2015
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"December, 2015",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,52,0,Barbados,Member State,0K,0,0%,2015
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"December, 2015",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,52,0,Guyana,Member State,0K,0,0%,2015
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"December, 2015",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,52,0,Jamaica,Member State,0K,0,0%,2015
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"December, 2015",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,52,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2015
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"December, 2015",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,52,0,Suriname,Member State,0K,0,0%,2015
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"December, 2015",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,52,0,Trinidad and Tobago,Member State,0K,0,0%,2015
North America,MEX,MEX,0%,Mexico,Mexico,"December, 2015",0,0,0,0,México,484,484,0,0,1,0,0,0,0,52,0,Mexico,Member State,0K,0,0%,2015
North America,MEX,MEX,1300%,Mexico,Mexico,"December, 2015",0,0,0,13,México,484,484,0,0,1,0,0,0,0,52,0,Mexico,Member State,0K,0,0%,2015
South Cone,BRA,BRA,0%,Brazil,Brazil,"December, 2015",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,52,0,Brazil,Member State,0K,0,0%,2015
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"December, 2015",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,52,0,Paraguay,Member State,0K,0,0%,2015
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"December, 2015",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,52,0,United States of America,Other,0K,0,0%,2015
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"December, 2015",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,52,0,France,Overseas collectivities,0K,0,0%,2015
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"December, 2015",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,52,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"December, 2015",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,52,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"December, 2015",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,52,0,France,Participating State \Territory,0K,0,0%,2015
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","December, 2015",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,52,0,Netherlands,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,1,0,United States,Associated Member,0K,0,0%,2016
Latin Caribbean,PRI,PRI,400%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,4,Puerto Rico,630,630,0,0,1,0,0,0,0,1,0,United States,Associated Member,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"January, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,1,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"January, 2016",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,1,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"January, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,1,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"January, 2016",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,1,0,Bolivia,Member State,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"January, 2016",0,0,1,0,Bolivia,68,68,0,0,1,0,0,0,0,1,0,Bolivia,Member State,0K,0,0%,2016
Andean,COL,COL,181900%,Colombia,Colombia,"January, 2016",0,0,0,30,Colombia,170,170,0,14,1,0,0,0,0,1,0,Colombia,Member State,0K,1789,0%,2016
Andean,ECU,ECU,0%,Ecuador,Ecuador,"January, 2016",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,1,0,Ecuador,Member State,0K,0,0%,2016
Andean,ECU,ECU,200%,Ecuador,Ecuador,"January, 2016",0,0,4,2,Ecuador,218,218,0,0,1,0,0,0,0,1,0,Ecuador,Member State,0K,0,0%,2016
Andean,VEN,VEN,0%,Venezuela,Venezuela,"January, 2016",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,1,0,Venezuela,Member State,0K,0,0%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"January, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,1,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,0%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,1,0,El Salvador,Member State,0K,0,0%,2016
Central America,SLV,SLV,109000%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,23,1,0,0,0,19,1,0,El Salvador,Member State,0K,1090,0%,2016
Central America,GTM,GTM,0%,Guatemala,Guatemala,"January, 2016",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,1,0,Guatemala,Member State,0K,0,0%,2016
Central America,HND,HND,0%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,1,0,Honduras,Member State,0K,0,0%,2016
Central America,HND,HND,60800%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,1,0,Honduras,Member State,0K,608,0%,2016
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"January, 2016",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,1,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,0%,Panama,Panama,"January, 2016",0,0,0,0,Panamá,591,591,0,0,1,0,0,0,0,1,0,Panama,Member State,0K,0,0%,2016
Central America,PAN,PAN,400%,Panama,Panama,"January, 2016",0,0,0,4,Panamá,591,591,0,0,1,0,0,0,0,1,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"January, 2016",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,1,0,Dominican Republic,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,1,0,Haiti,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,1800%,Haiti,Haiti,"January, 2016",0,0,0,5,Haití,332,332,0,0,1,0,0,0,0,1,0,Haiti,Member State,0K,13,0%,2016
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"January, 2016",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,1,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,BRB,BRB,300%,Barbados,Barbados,"January, 2016",0,0,0,3,Barbados,52,52,0,0,1,0,0,0,0,1,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"January, 2016",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,1,0,Guyana,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"January, 2016",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,1,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"January, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,1,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"January, 2016",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,1,0,Suriname,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"January, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,1,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,0%,Mexico,Mexico,"January, 2016",0,0,0,0,México,484,484,0,0,1,0,0,0,0,1,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"January, 2016",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,1,0,Brazil,Member State,0K,0,0%,2016
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"January, 2016",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,1,0,Paraguay,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"January, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,1,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"January, 2016",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,1,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,1,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"January, 2016",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,1,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,700%,French Guiana,French Guiana,"January, 2016",0,52,10,7,Guayana Francesa,254,254,0,0,1,0,0,0,0,1,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"January, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,1,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,1200%,Martinique,Martinique,"January, 2016",0,52,0,12,Martinica,474,474,0,0,1,0,0,0,0,1,0,France,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","January, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,1,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,100%,Guyana,Guyana,"January, 2016",0,0,0,1,Guyana,328,328,0,0,1,0,0,0,0,2,0,Guyana,Member State,0K,0,0%,2016
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,2,0,United States,Associated Member,0K,0,0%,2016
Latin Caribbean,PRI,PRI,400%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,4,Puerto Rico,630,630,0,0,1,0,0,0,0,2,0,United States,Associated Member,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"January, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,2,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"January, 2016",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,2,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"January, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,2,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"January, 2016",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,2,0,Bolivia,Member State,0K,0,0%,2016
Andean,BOL,BOL,100%,Bolivia,Bolivia,"January, 2016",0,0,0,1,Bolivia,68,68,0,0,1,0,0,0,0,2,0,Bolivia,Member State,0K,0,0%,2016
Andean,COL,COL,288800%,Colombia,Colombia,"January, 2016",0,0,0,22,Colombia,170,170,0,3,1,0,0,0,0,2,0,Colombia,Member State,0K,2866,0%,2016
Andean,ECU,ECU,0%,Ecuador,Ecuador,"January, 2016",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,2,0,Ecuador,Member State,0K,0,0%,2016
Andean,ECU,ECU,500%,Ecuador,Ecuador,"January, 2016",0,0,1,5,Ecuador,218,218,0,0,1,0,0,0,0,2,0,Ecuador,Member State,0K,0,0%,2016
Andean,VEN,VEN,0%,Venezuela,Venezuela,"January, 2016",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,2,0,Venezuela,Member State,0K,0,0%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"January, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,2,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,0%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,2,0,El Salvador,Member State,0K,0,0%,2016
Central America,SLV,SLV,101800%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,27,1,0,0,0,31,2,0,El Salvador,Member State,0K,1018,0%,2016
Central America,GTM,GTM,0%,Guatemala,Guatemala,"January, 2016",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,2,0,Guatemala,Member State,0K,0,0%,2016
Central America,GTM,GTM,11500%,Guatemala,Guatemala,"January, 2016",0,0,0,37,Guatemala,320,320,0,0,1,0,0,0,0,2,0,Guatemala,Member State,0K,78,0%,2016
Central America,HND,HND,0%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,2,0,Honduras,Member State,0K,0,0%,2016
Central America,HND,HND,111900%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,2,0,Honduras,Member State,0K,1119,0%,2016
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"January, 2016",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,2,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,300%,Panama,Panama,"January, 2016",0,0,0,3,Panamá,591,591,0,0,1,0,0,0,0,2,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"January, 2016",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,2,0,Dominican Republic,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,2,0,Haiti,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,400%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,2,0,Haiti,Member State,0K,4,0%,2016
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"January, 2016",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,2,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"January, 2016",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,2,0,Guyana,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"January, 2016",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,2,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"January, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,2,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"January, 2016",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,2,0,Suriname,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"January, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,2,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,300%,Mexico,Mexico,"January, 2016",0,0,0,3,México,484,484,0,0,1,0,0,0,0,2,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"January, 2016",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,2,0,Brazil,Member State,0K,0,0%,2016
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"January, 2016",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,2,0,Paraguay,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"January, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,2,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"January, 2016",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,2,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,MAF,MAF,100%,Saint Martin,Saint Martin,"January, 2016",0,0,0,1,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,2,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GLP,GLP,100%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,1,Guadalupe,312,312,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"January, 2016",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,16900%,French Guiana,French Guiana,"January, 2016",0,0,0,39,Guayana Francesa,254,254,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,130,0%,2016
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"January, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,123100%,Martinique,Martinique,"January, 2016",0,52,0,0,Martinica,474,474,0,0,1,0,0,0,0,2,0,France,Participating State \Territory,0K,1231,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","January, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,2,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,100%,United States Virgin Islands,United States Virgin Islands,"January, 2016",0,0,0,1,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,3,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,3,0,United States,Associated Member,0K,0,0%,2016
Latin Caribbean,PRI,PRI,400%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,4,Puerto Rico,630,630,0,1,1,0,0,0,1,3,3,United States,Associated Member,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"January, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,3,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"January, 2016",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,3,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"January, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,3,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"January, 2016",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,3,0,Bolivia,Member State,0K,0,0%,2016
Andean,COL,COL,387800%,Colombia,Colombia,"January, 2016",0,0,0,252,Colombia,170,170,0,3,1,0,0,0,0,3,0,Colombia,Member State,0K,3626,321300%,2016
Andean,ECU,ECU,0%,Ecuador,Ecuador,"January, 2016",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,3,0,Ecuador,Member State,0K,0,0%,2016
Andean,ECU,ECU,600%,Ecuador,Ecuador,"January, 2016",0,0,5,6,Ecuador,218,218,0,0,1,0,0,0,0,3,0,Ecuador,Member State,0K,0,0%,2016
Andean,VEN,VEN,0%,Venezuela,Venezuela,"January, 2016",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,3,0,Venezuela,Member State,0K,0,0%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"January, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,3,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,0%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,3,0,El Salvador,Member State,0K,0,0%,2016
Central America,SLV,SLV,83900%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,13,1,0,0,0,29,3,0,El Salvador,Member State,0K,839,0%,2016
Central America,GTM,GTM,0%,Guatemala,Guatemala,"January, 2016",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,3,0,Guatemala,Member State,0K,0,0%,2016
Central America,HND,HND,0%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,3,0,Honduras,Member State,0K,0,0%,2016
Central America,HND,HND,131000%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,3,0,Honduras,Member State,0K,1310,0%,2016
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"January, 2016",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,3,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,400%,Panama,Panama,"January, 2016",0,0,0,4,Panamá,591,591,0,0,1,0,0,0,0,3,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,2700%,Dominican Republic,Dominican Republic,"January, 2016",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,3,0,Dominican Republic,Member State,0K,27,0%,2016
Latin Caribbean,DOM,DOM,1000%,Dominican Republic,Dominican Republic,"January, 2016",0,0,0,10,República Dominicana,214,214,0,0,1,0,0,0,0,3,0,Dominican Republic,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,3,0,Haiti,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,9600%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,3,0,Haiti,Member State,0K,96,0%,2016
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"January, 2016",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,3,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"January, 2016",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,3,0,Guyana,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"January, 2016",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,3,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"January, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,3,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"January, 2016",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,3,0,Suriname,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"January, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,3,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,1600%,Mexico,Mexico,"January, 2016",0,0,0,16,México,484,484,0,0,1,0,0,0,0,3,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"January, 2016",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,3,0,Brazil,Member State,0K,0,0%,2016
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"January, 2016",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,3,0,Paraguay,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"January, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,3,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"January, 2016",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,3,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GLP,GLP,900%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,9,Guadalupe,312,312,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"January, 2016",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,0,0%,2016
