CSV Output,,
Proc Code(cpt4),proc_type,proc_description
99242,CPT?-Procedure-Code,OFFICE CONSULTATION LOW
99243,CPT?-Procedure-Code,OFFICE CONSULTATION MODERATE
99244,CPT?-Procedure-Code,OFFICE CONSULTATION MODERATE-HIGH
99245,CPT?-Procedure-Code,OFFICE CONSULTATION HIGH
99251,CPT?-Procedure-Code,INITIAL INPATIENT CONSULT MINOR
99252,CPT?-Procedure-Code,INITIAL INPATIENT CONSULT LOW
99253,CPT?-Procedure-Code,INITIAL INPATIENT CONSULT MOD
99254,CPT?-Procedure-Code,INITIAL INPATIENT CONSULT MOD-HIGH
99255,CPT?-Procedure-Code,INITIAL INPATIENT CONSULT HIGH
99281,CPT?-Procedure-Code,EMERGENCY DEPT VISIT MINOR
99282,CPT?-Procedure-Code,EMERGENCY DEPT VISIT LOW-MODERATE
99283,CPT?-Procedure-Code,EMERGENCY DEPT VISIT MODERATE
99284,CPT?-Procedure-Code,EMERGENCY DEPT VISIT HIGH
99285,CPT?-Procedure-Code,EMERGENCY DEPT VISIT HIGH
99288,CPT?-Procedure-Code,DIRECTION OF ADVANCED LIFE SUPPORT
99291,CPT?-Procedure-Code,CRITICAL CARE FIRST HOUR
99292,CPT?-Procedure-Code,CRITICAL CARE ADDL 30 MIN
993,Revenue Code,TELEPHONE
99304,CPT?-Procedure-Code,NURSING FACILITY CARE INIT
99305,CPT?-Procedure-Code,NURSING FACILITY CARE INIT
99306,CPT?-Procedure-Code,NURSING FACILITY CARE INIT
99307,CPT?-Procedure-Code,NURSING FAC CARE SUBSEQ
99308,CPT?-Procedure-Code,NURSING FAC CARE SUBSEQ
99309,CPT?-Procedure-Code,NURSING FAC CARE SUBSEQ
99310,CPT?-Procedure-Code,NURSING FAC CARE SUBSEQ
99315,CPT?-Procedure-Code,NURSING FACIL DISCH 30 MIN OR LESS
99316,CPT?-Procedure-Code,NURSING FACIL DISCH 31+ MIN
99318,CPT?-Procedure-Code,ANNUAL NURSING FAC ASSESSMNT
99324,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT NEW PAT
99325,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT NEW PAT
99326,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT NEW PAT
99327,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT NEW PAT
99328,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT NEW PAT
99334,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT EST PAT
99335,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT EST PAT
99336,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT EST PAT
99337,CPT?-Procedure-Code,DOMICIL/R-HOME VISIT EST PAT
99339,CPT?-Procedure-Code,DOMICIL/R-HOME CARE SUPERVIS
99340,CPT?-Procedure-Code,DOMICIL/R-HOME CARE SUPERVIS
99341,CPT?-Procedure-Code,HOME VISIT NEW PATIENT LOW
99342,CPT?-Procedure-Code,HOME VISIT NEW PATIENT MODERATE
99343,CPT?-Procedure-Code,HOME VISIT NEW PATIENT MOD-HIGH
99344,CPT?-Procedure-Code,HOME VISIT NEW PATIENT HIGH
99345,CPT?-Procedure-Code,HOME VISIT NEW PATIENT EMERGENCY
99347,CPT?-Procedure-Code,HOME VISIT EST PATIENT MINOR
99348,CPT?-Procedure-Code,HOME VISIT EST PATIENT LOW TO MOD
99349,CPT?-Procedure-Code,HOME VISIT EST PT MOD-HIGH 40 MIN
99350,CPT?-Procedure-Code,HOME VISIT EST PT MOD-HIGH 60 MIN
99354,CPT?-Procedure-Code,PROLONGED SERVICE OFFICE 1ST HR
99355,CPT?-Procedure-Code,PROLONGED SERV OFFICE ADDL 30MIN
99356,CPT?-Procedure-Code,PROLONGED SERV INPATIENT 1ST HR
99357,CPT?-Procedure-Code,PROLONGED SERV INPATIENT ADDL 30
99363,CPT?-Procedure-Code,ANTICOAG MGMT INIT
99364,CPT?-Procedure-Code,ANTICOAG MGMT SUBSEQ
99366,CPT?-Procedure-Code,TEAM CONF W/PAT BY HC PRO
99367,CPT?-Procedure-Code,TEAM CONF W/O PAT BY PHYS
99374,CPT?-Procedure-Code,HOME HLTH SUPERVISION 15-29 MIN
99375,CPT?-Procedure-Code,HOME HLTH SUPERVISION 30+ MIN
99381,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW INFANT
99382,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 1-4 YRS
99383,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 5-11 YRS
99384,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 12-17 YRS
99385,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 18-39 YRS
99386,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 40-64 YRS
99387,CPT?-Procedure-Code,PREVENTIVE CHECKUP NEW 65+ YRS
99391,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST INFANT
99392,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 1-4 YRS
99393,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 5-11 YRS
99394,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 12-17 YRS
99395,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 18-39 YRS
99396,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 40-64 YRS
99397,CPT?-Procedure-Code,PREVENTIVE CHECKUP EST 65+ YRS
99401,CPT?-Procedure-Code,PREVENTIVE COUNSELING INDIV 15 MIN
99402,CPT?-Procedure-Code,PREVENTIVE COUNSELING INDIV 30 MIN
99403,CPT?-Procedure-Code,PREVENTIVE COUNSELING INDIV 45 MIN
99404,CPT?-Procedure-Code,PREVENTIVE COUNSELING INDIV 60 MIN
99406,CPT?-Procedure-Code,BEHAVE CHANGE SMOKING 3-10 MIN
99407,CPT?-Procedure-Code,BEHAVE CHANGE SMOKING < 10 MIN
99408,CPT?-Procedure-Code,AUDIT/DAST 15-30 MIN
99411,CPT?-Procedure-Code,PREVENTIVE COUNSELING GROUP 30 MIN
99420,CPT?-Procedure-Code,HEALTH RISK ASSESSMENT TEST
99429,CPT?-Procedure-Code,UNLISTED PREVENTIVE SERVICE NEC
99441,CPT?-Procedure-Code,PHONE E/M BY PHYS 5-10 MIN
99442,CPT?-Procedure-Code,PHONE E/M BY PHYS 11-20 MIN
99443,CPT?-Procedure-Code,PHONE E/M BY PHYS 21-30 MIN
99444,CPT?-Procedure-Code,ONLINE E/M BY PHYS
99460,CPT?-Procedure-Code,INIT NEWBORN EM PER DAY HOSP
99462,CPT?-Procedure-Code,SUBSQ NEWBORN EM PER DAY HOSP
99471,CPT?-Procedure-Code,PEDIATRIC CRITICAL CARE INITIAL
99472,CPT?-Procedure-Code,PEDIATRIC CRITICAL CARE SUBSQ
99477,CPT?-Procedure-Code,INIT DAY HOSP NEONATE CARE
99495,CPT?-Procedure-Code,TRANS CARE MGMT 14 DAY DISCH
99496,CPT?-Procedure-Code,TRANS CARE MGMT 7 DAY DISCH
99499,CPT?-Procedure-Code,E/M SERVICE NEC
99501,CPT?-Procedure-Code,HV POSTNATAL ASMNT/FOLLOWUP CARE
99509,CPT?-Procedure-Code,HV ACTIVITY DAILY LIVNG/PRSNL CARE
99568,CPT?-Procedure-Code,HI MISCELLANEOUS DRUGS PER DIEM
99600,CPT?-Procedure-Code,HOME VISIT NOS
99601,CPT?-Procedure-Code,HOME INFUSION VISIT 2 HRS
99602,CPT?-Procedure-Code,HOME INFUSION EACH ADD HR
99605,CPT?-Procedure-Code,MTMS BY PHARM NP 15 MIN
99606,CPT?-Procedure-Code,MTMS BY PHARM EST 15 MIN
99607,CPT?-Procedure-Code,MTMS BY PHARM ADDED 15 MIN
999,Revenue Code,PT CONVEN/OTH
A0021,HCPCS Code,OUTSIDE STATE AMBULANCE SERVICE
A0080,HCPCS Code,NONINTEREST ESCORT IN NON ER
A0090,HCPCS Code,INTEREST ESCORT IN NON ER
A0100,HCPCS Code,NON-EMERGENCY TRANSPORT TAXI
A0110,HCPCS Code,NON-EMERGENCY TRANSPORT BUS
A0120,HCPCS Code,NON-EMERGENCY TRANSPORT MINI-BUS
A0130,HCPCS Code,NON-EMERGENCY TRANSPORT WHEELCH VAN
A0140,HCPCS Code,NON-EMERGENCY TRANSPORT AIR
A0380,HCPCS Code,BASIC LIFE SUPPORT MILEAGE
A0382,HCPCS Code,BASIC SUPPORT ROUTINE SUPPLS
A0390,HCPCS Code,ADVANCED LIFE SUPPORT MILEAGE
A0392,HCPCS Code,ALS DEFIBRILLATION SUPPLIES
A0394,HCPCS Code,ALS IV DRUG THERAPY SUPPLIES
A0398,HCPCS Code,ALS ROUTINE DISPOSBLE SUPPLIES
A0422,HCPCS Code,AMBULANCE O2 LIFE SUSTAINING
A0424,HCPCS Code,EXTRA AMBULANCE ATTENDANT
A0425,HCPCS Code,GROUND MILEAGE
A0426,HCPCS Code,ALS 1
A0427,HCPCS Code,ALS1-EMERGENCY
A0428,HCPCS Code,BLS
A0429,HCPCS Code,BLS-EMERGENCY
A0430,HCPCS Code,FIXED WING AIR TRANSPORT
A0431,HCPCS Code,ROTARY WING AIR TRANSPORT
A0432,HCPCS Code,PI VOLUNTEER AMBULANCE CO
A0433,HCPCS Code,ALS 2
A0434,HCPCS Code,SPECIALTY CARE TRANSPORT
A0435,HCPCS Code,FIXED WING AIR MILEAGE
A0436,HCPCS Code,ROTARY WING AIR MILEAGE
A0800,HCPCS Code,AMB TRANSPORT 7PM-7AM
A0888,HCPCS Code,NONCOVERED AMBULANCE MILEAGE
A0998,HCPCS Code,AMBULANCE RESPONSE/TREATMENT
A0999,HCPCS Code,UNLISTED AMBULANCE SERVICE
A4206,HCPCS Code,1 CC STERILE SYRINGE & NEEDLE
A4208,HCPCS Code,3 CC STERILE SYRINGE & NEEDLE
A4209,HCPCS Code,5+ CC STERILE SYRINGE & NEEDLE
A4211,HCPCS Code,SUPP FOR SELF-ADMIN INJECTIONS
A4212,HCPCS Code,NON CORING NEEDLE OR STYLET
A4213,HCPCS Code,20+ CC SYRINGE ONLY
A4215,HCPCS Code,STERILE NEEDLE
A4216,HCPCS Code,STERILE WATER SALINE  10 ML
A4217,HCPCS Code,STERILE WATER SALINE  500 ML
A4218,HCPCS Code,STERILE SALINE OR WATER
A4220,HCPCS Code,INFUSION PUMP REFILL KIT
A4221,HCPCS Code,MAINT DRUG INFUSION CATHETER PER WK
A4222,HCPCS Code,DRUG INFUSION PUMP SUPPLIES
A4223,HCPCS Code,INFUSION SUPPLIES W/O PUMP
A4230,HCPCS Code,INFUSION INSULIN PUMP NON NEEDLE
A4231,HCPCS Code,INFUSION INSULIN PUMP NEEDLE
A4232,HCPCS Code,SYRINGE W/NEEDLE INSULIN 3CC
A4233,HCPCS Code,ALKALINE BATTERY FOR GLUCOSE M
A4235,HCPCS Code,LITHIUM BATTERY FOR GLUCOSE MO
A4244,HCPCS Code,ALCOHOL OR PEROXIDE PER PINT
A4245,HCPCS Code,ALCOHOL WIPES PER BOX
A4246,HCPCS Code,BETADINE/PHISOHEX SOLUTION
A4247,HCPCS Code,BETADINE/IODINE SWABS/WIPES
A4248,HCPCS Code,CHLORHEXIDINE ANTISEPTIC
A4250,HCPCS Code,URINE REAGENT STRIPS/TABLETS
A4253,HCPCS Code,BLOOD GLUCOSE/REAGENT STRIPS
A4256,HCPCS Code,CALIBRATOR SOLUTION/CHIPS
A4258,HCPCS Code,LANCET DEVICE EACH
A4259,HCPCS Code,LANCETS PER BOX
A4262,HCPCS Code,TEMPORARY TEAR DUCT PLUG
A4263,HCPCS Code,PERMANENT TEAR DUCT PLUG
A4267,HCPCS Code,MALE CONDOM
A4270,HCPCS Code,DISPOSABLE ENDOSCOPE SHEATH
A4300,HCPCS Code,CATH IMPL VASC ACCESS PORTAL
A4301,HCPCS Code,IMPLANTABLE ACCESS SYST PERC
A4305,HCPCS Code,DRUG DELIVERY SYSTEM >= 50 ML
A4306,HCPCS Code,DRUG DELIVERY SYSTEM <=5 ML
A4310,HCPCS Code,INSERT TRAY W/O BAG/CATH
A4311,HCPCS Code,CATHETER W/O BAG 2-WAY LATEX
A4312,HCPCS Code,CATH W/O BAG 2-WAY SILICONE
A4315,HCPCS Code,CATH W/DRAINAGE 2-WAY SILCONE
A4319,HCPCS Code,STERILE H2O IRRIGATION SOLUT
A4322,HCPCS Code,IRRIGATION SYRINGE
A4331,HCPCS Code,EXTENSION DRAINAGE TUBING
A4332,HCPCS Code,LUBRICANT FOR CATH INSERTION
A4334,HCPCS Code,URINARY CATH LEG STRAP
A4335,HCPCS Code,INCONTINENCE SUPPLY
A4338,HCPCS Code,INDWELLING CATHETER LATEX
A4340,HCPCS Code,INDWELLING CATHETER SPECIAL
A4344,HCPCS Code,CATH INDW FOLEY 2 WAY SILICONE
A4349,HCPCS Code,DISPOSABLE MALE EXTERNAL CAT
A4351,HCPCS Code,STRAIGHT TIP URINE CATHETER
A4352,HCPCS Code,COUDE TIP URINARY CATHETER
A4353,HCPCS Code,INTERMITTENT URINARY CATHETER
A4355,HCPCS Code,BLADDER IRRIGATION TUBING
A4356,HCPCS Code,EXT URETH CLAMP OR COMPR DEVICE
A4357,HCPCS Code,BEDSIDE DRAINAGE BAG
A4358,HCPCS Code,URINARY LEG BAG
A4362,HCPCS Code,SOLID SKIN BARRIER
A4367,HCPCS Code,OSTOMY BELT
A4369,HCPCS Code,SKIN BARRIER LIQUID PER OZ
A4371,HCPCS Code,SKIN BARRIER POWDER PER OZ
A4375,HCPCS Code,DRAINABLE PLASTIC PCH W FCPL
A4385,HCPCS Code,OST SKN BARRIER SLD EXT WEAR
A4387,HCPCS Code,OST CLSD POUCH W ATT ST BARR
A4388,HCPCS Code,DRAINABLE PCH W EX WEAR BARR
A4390,HCPCS Code,DRAINABLE PCH EX WEAR CONVEX
A4391,HCPCS Code,URINARY POUCH W EX WEAR BARR
A4394,HCPCS Code,OSTOMY POUCH LIQ DEODORANT
A4397,HCPCS Code,IRRIGATION SUPPLY SLEEVE
A4398,HCPCS Code,IRRIGATION SUPPLY BAGS
A4399,HCPCS Code,IRRIGATION SUPPLY CONE/CATHETER
A4402,HCPCS Code,LUBRICANT PER OUNCE
A4404,HCPCS Code,OSTOMY RING EACH
A4405,HCPCS Code,NONPECTIN BASED OSTOMY PASTE
A4406,HCPCS Code,PECTIN BASED OSTOMY PASTE
A4407,HCPCS Code,EXT WEAR OST SKN BARR <=4SQ
A4409,HCPCS Code,OST SKN BARR W FLNG <=4 SQ
A4411,HCPCS Code,OSTOMY SKIN BARR EXTEND =4SQ
A4412,HCPCS Code,OSTOMY POUCH DRAIN HIGH OUTPUT
A4414,HCPCS Code,OSTOMY SKNBARR W FLNG <=4SQ
A4416,HCPCS Code,OST PCH CLOSED W BARRIER FILTER
A4419,HCPCS Code,OST PCH FOR BAR W FLANGE FILTER
A4421,HCPCS Code,OSTOMY SUPPLY MISC
A4422,HCPCS Code,OST POUCH ABSORBENT MATERIAL
A4424,HCPCS Code,OST PCH DRAIN W BAR & FILTER
A4425,HCPCS Code,OST PCH DRAIN FOR BARRIER FL
A4427,HCPCS Code,OST PCH DRAIN BARR LK FLNG F
A4450,HCPCS Code,NON-WATERPROOF TAPE
A4452,HCPCS Code,WATERPROOF TAPE
A4456,HCPCS Code,ADHESIVE REMOVER WIPES
A4466,HCPCS Code,ELASTIC GARMENT/COVERING
A4520,HCPCS Code,INCONTINENCE GARMENT ANY TYPE
A4550,HCPCS Code,SURGICAL TRAYS
A4554,HCPCS Code,DISPOSABLE UNDERPADS
A4556,HCPCS Code,ELECTRODES
A4557,HCPCS Code,LEAD WIRES
A4558,HCPCS Code,CONDUCTIVE PASTE OR GEL
A4559,HCPCS Code,COUPLING GEL OR PASTE
A4561,HCPCS Code,PESSARY RUBBER ANY TYPE
A4562,HCPCS Code,PESSARY NON RUBBER ANY TYPE
A4565,HCPCS Code,SLINGS
A4570,HCPCS Code,SPLINT
A4580,HCPCS Code,CAST SUPPLIES (PLASTER)
A4590,HCPCS Code,SPECIAL CASTING MATERIAL
A4595,HCPCS Code,TENS SUPPL 2 LEAD PER MONTH
A4604,HCPCS Code,TUBING WITH HEATING ELEMENT
A4606,HCPCS Code,OXYGEN PROBE USED W OXIMETER
A4613,HCPCS Code,BATTERY CHARGER
A4615,HCPCS Code,CANNULA NASAL
A4616,HCPCS Code,TUBING (OXYGEN) PER FOOT
A4617,HCPCS Code,MOUTH PIECE
A4618,HCPCS Code,BREATHING CIRCUITS
A4620,HCPCS Code,VARIABLE CONCENTRATION MASK
A4627,HCPCS Code,SPACER BAG/RESERVOIR
A4628,HCPCS Code,OROPHARYNGEAL SUCTION CATHETER
A4630,HCPCS Code,REPLACEMENT TENS OWNED BY PATIENT
A4632,HCPCS Code,INFUS PUMP RPLCEMNT BATTERY
A4641,HCPCS Code,DIAGNOSTIC IMAGING AGENT
A4648,HCPCS Code,IMPLANTABLE TISSUE MARKER
A4649,HCPCS Code,SURGICAL SUPPLIES MISC
A4657,HCPCS Code,DIALYSIS SYRINGE W/WO NEEDLE
A4660,HCPCS Code,ESRD BLOOD PRESSURE DEVICE
A4663,HCPCS Code,ESRD BLOOD PRESSURE CUFF
A4670,HCPCS Code,AUTO BLOOD PRESSURE MONITOR
A4750,HCPCS Code,ARTERIAL OR VENOUS TUBING
A4913,HCPCS Code,ESRD SUPPLY MISC
A4927,HCPCS Code,GLOVES
A4930,HCPCS Code,STERILE GLOVES PER PAIR
A5054,HCPCS Code,CLOSED OSTOMY POUCH W/FLANGE
A5055,HCPCS Code,STOMA CAP
A5056,HCPCS Code,1 PC OST POUCH W FILTER
A5061,HCPCS Code,POUCH DRAINABLE W BARRIER ATTACHED
A5063,HCPCS Code,DRAIN OSTOMY POUCH W/FLANGE
A5105,HCPCS Code,URINARY SUSPENSORY
A5113,HCPCS Code,LATEX LEG STRAP
A5120,HCPCS Code,SKIN BARRIER WIPE OR SWAB
A5121,HCPCS Code,SOLID SKIN BARRIER 6X6
A5122,HCPCS Code,SOLID SKIN BARRIER 8X8
A5131,HCPCS Code,APPLIANCE CLEANER
A5500,HCPCS Code,DIABETIC SHOE FOR DENSITY INSERT
A5501,HCPCS Code,DIABETIC CUSTOM MOLDED SHOE
A5507,HCPCS Code,MODIFICATION DIABETIC SHOE
A5510,HCPCS Code,COMPRESSION FORM SHOE INSERT
A5512,HCPCS Code,MULTI DEN INSERT DIRECT FORM
A5513,HCPCS Code,MULTI DEN INSERT CUSTOM MOLD
A6010,HCPCS Code,COLLAGEN BASED WOUND FILLER
A6011,HCPCS Code,COLLAGEN GEL/PASTE WOUND FIL
A6021,HCPCS Code,COLLAGEN DRESSING <=16 SQ IN
A6022,HCPCS Code,COLLAGEN DRSG>6<=48 SQ IN
A6196,HCPCS Code,ALGINATE DRESSING <=16 SQ IN
A6197,HCPCS Code,ALGINATE DRESSING >16 <=48 SQ IN
A6199,HCPCS Code,ALGINATE DRSG WOUND FILLER
A6203,HCPCS Code,COMPOSITE DRESSING <= 16 SQ IN
A6204,HCPCS Code,COMPOSITE DRESSING >16 <= 48 SQ IN
A6206,HCPCS Code,CONTACT LAYER <= 16 SQ IN
A6207,HCPCS Code,CONTACT LAYER >16 <= 48 SQ IN
A6209,HCPCS Code,FOAM DRSG <=16 SQ IN W/O BORDER
A6210,HCPCS Code,FOAM DRSG >16 <= 48 SQ IN W/O BRDR
A6212,HCPCS Code,FOAM DRSG <=16 SQ IN W/BORDER
A6213,HCPCS Code,FOAM DRSG >16<=48 SQ IN W/BORDER
A6216,HCPCS Code,NON-STERILE GAUZE <= 16 SQ IN
A6217,HCPCS Code,NON-STERILE GAUZE >16 <= 48 SQ IN
A6219,HCPCS Code,GAUZE <= 16 SQ IN W/BORDER
A6222,HCPCS Code,GAUZE <=16 IN NO WTR/SAL W/O BRDR
A6223,HCPCS Code,GAUZE >16<=48 NO WTR/SAL W/O BRDR
A6231,HCPCS Code,HYDROGEL DSG<=16 SQ IN
A6234,HCPCS Code,HYDROCOLLOID DRSG <=6 W/O BORDER
A6235,HCPCS Code,HYDROCOLLOID DRSG >16 <= 48 W/O BRD
A6237,HCPCS Code,HYDROCOLLOID DRSG <=16 IN W/BRDR
A6238,HCPCS Code,HYDROCOLLOID DRSG >16 <= 48 W/BRDR
A6240,HCPCS Code,HYDROCOLLOID DRSG FILLER PASTE
A6242,HCPCS Code,HYDROGEL DRG <=16 IN W/O BORDER
A6248,HCPCS Code,HYDROGEL DRESSING GEL FILLER
A6250,HCPCS Code,SKIN SEAL PROTECT MOISTURIZER
A6251,HCPCS Code,ABSORPTV DRSG <=16 SQ IN W/O BORDER
A6252,HCPCS Code,ABSORPTV DRSG >16 <=48 W/O BORDER
A6253,HCPCS Code,ABSORPTV DRSG > 48 SQ IN W/O BORDER
A6254,HCPCS Code,ABSORPTV DRSG <=16 SQ IN W/BORDER
A6257,HCPCS Code,TRANSPARENT FILM <= 16 SQ IN
A6258,HCPCS Code,TRANSPARENT FILM >16 <= 48 SQ IN
A6259,HCPCS Code,TRANSPARENT FILM > 48 SQ IN
A6260,HCPCS Code,WOUND CLEANSER ANY TYPE/SIZE
A6261,HCPCS Code,WOUND FILLER GEL/PASTE PER OZ
A6266,HCPCS Code,IMPREG GAUZE NO WAT/SAL PER YD
A6402,HCPCS Code,STERILE GAUZE <= 16 SQ IN
A6403,HCPCS Code,STERILE GAUZE >16 <= 48 SQ IN
A6404,HCPCS Code,STERILE GAUZE > 48 SQ IN
A6407,HCPCS Code,PACKING STRIPS  NON-IMPREG
A6411,HCPCS Code,NON-STERILE EYE PAD
A6413,HCPCS Code,ADHESIVE BANDAGE FIRST-AID
A6426,HCPCS Code,CONF BANDAGE S >=3<5  W/ROLL
A6430,HCPCS Code,LT COMPRES BDG >=3<5 W /ROLL
A6441,HCPCS Code,PAD BAND W>=3  <5 /YD
A6443,HCPCS Code,CONFORM BAND N S W>=3 <5 /YD
A6444,HCPCS Code,CONFORM BAND N S W>=5 /YD
A6445,HCPCS Code,CONFORM BAND S W <3 /YD
A6446,HCPCS Code,CONFORM BAND S W>=3  <5 /YD
A6448,HCPCS Code,LT COMPRES BAND <3 /YD
A6449,HCPCS Code,LT COMPRES BAND >=3  <5 /YD
A6450,HCPCS Code,LT COMPRES BAND >=5 /YD
A6451,HCPCS Code,MOD COMPRES BAND W>=3 <5 /YD
A6452,HCPCS Code,HIGH COMPRES BAND W>=3 <5 /YD
A6453,HCPCS Code,SELF-ADHER BAND W <3 /YD
A6454,HCPCS Code,SELF-ADHER BAND W>=3  <5 /YD
A6455,HCPCS Code,SELF-ADHER BAND >=5 /YD
A6457,HCPCS Code,TUBULAR DRESSING
A6512,HCPCS Code,COMPRES BURN GARMENT NOC
A6530,HCPCS Code,COMPRESSION STOCKING BK18-30
A6531,HCPCS Code,COMPRESSION STOCKING BK30-40
A6532,HCPCS Code,COMPRESSION STOCKING BK40-50
A6533,HCPCS Code,GC STOCKING THIGH LENGTH 18-30
A6534,HCPCS Code,GC STOCKING THIGH LENGTH 30-40
A6535,HCPCS Code,GC STOCKING THIGH LENGTH 40-50
A6536,HCPCS Code,GC STOCKING FULL LENGTH 18-30
A6538,HCPCS Code,GC STOCKING FULL LENGTH 40-50
A6539,HCPCS Code,GC STOCKING WAIST LENGTH 18-30
A6540,HCPCS Code,GC STOCKING WAIST LENGTH 30-40
A6545,HCPCS Code,GRAD COMP NON-ELASTIC BK
A6549,HCPCS Code,G COMPRESSION STOCKING
A6550,HCPCS Code,NEG PRES WOUND THER DRSG SET
A7000,HCPCS Code,DISPOSABLE CANISTER FOR PUMP
A7002,HCPCS Code,TUBING USED W SUCTION PUMP
A7003,HCPCS Code,NEBULIZER ADMINISTRATION SET
A7004,HCPCS Code,DISPOSABLE NEBULIZER SML VOL
A7005,HCPCS Code,NONDISPOSABLE NEBULIZER SET
A7006,HCPCS Code,FILTERED NEBULIZER ADMIN SET
A7007,HCPCS Code,LG VOL NEBULIZER DISPOSABLE
A7010,HCPCS Code,DISPOSABLE CORRUGATED TUBING
A7013,HCPCS Code,DISPOSABLE COMPRESSOR FILTER
A7014,HCPCS Code,COMPRESSOR NONDISPOS FILTER
A7015,HCPCS Code,AEROSOL MASK USED W NEBULIZE
A7016,HCPCS Code,NEBULIZER DOME & MOUTHPIECE
A7027,HCPCS Code,COMBINATION ORAL/NASAL MASK
A7028,HCPCS Code,REPLACE ORAL CUSHION COMBO MASK
A7029,HCPCS Code,REPLACE NASAL PILLOW COMB MASK
A7030,HCPCS Code,CPAP FULL FACE MASK
A7031,HCPCS Code,REPLACEMENT FACEMASK INTERFA
A7032,HCPCS Code,REPLACEMENT NASAL CUSHION
A7033,HCPCS Code,REPLACEMENT NASAL PILLOWS
A7034,HCPCS Code,NASAL APPLICATION DEVICE
A7035,HCPCS Code,POS AIRWAY PRESS HEADGEAR
A7036,HCPCS Code,POS AIRWAY PRESS CHINSTRAP
A7037,HCPCS Code,POS AIRWAY PRESSURE TUBING
A7038,HCPCS Code,POS AIRWAY PRESSURE FILTER
A7039,HCPCS Code,FILTER NON DISPOSABLE W PAP
A7044,HCPCS Code,PAP ORAL INTERFACE
A7045,HCPCS Code,REPLACE EXHALATION PORT FOR PA
A7046,HCPCS Code,REPL WATER CHAMBER  PAP DEV
A7521,HCPCS Code,TRACH LARYN TUBE CUFFED
A9150,HCPCS Code,MISC/EXPE NON-PRESCRIPT DRUG
A9270,HCPCS Code,NON-COVERED ITEM OR SERVICE
A9274,HCPCS Code,EXT AMB INSULIN DELIVERY SYS
A9276,HCPCS Code,DISPOSABLE SENSOR CGM SYS
A9277,HCPCS Code,EXTERNAL TRANSMITTER CGM
A9278,HCPCS Code,EXTERNAL RECEIVER CGM SYS
A9279,HCPCS Code,MONITORING FEATURE/DEVICE NOC
A9281,HCPCS Code,REACHING/GRABBING DEVICE
A9282,HCPCS Code,WIG ANY TYPE
A9300,HCPCS Code,EXERCISE EQUIPMENT
A9500,HCPCS Code,TECHNETIUM TC 99M SESTAMIBI
A9502,HCPCS Code,TECHNETIUM TC 99M TETROFOSMIN
A9503,HCPCS Code,TECHNETIUM TC 99M MEDRONATE
A9505,HCPCS Code,THALLOUS CHLORIDE TL 201/MCI
A9509,HCPCS Code,IODINE I-123 SOD IODIDE MIL
A9510,HCPCS Code,TECHNETIUM TC99M DISOFENIN
A9512,HCPCS Code,TECHNETIUMTC99MPERTECHNETATE
A9516,HCPCS Code,I-123 SODIUM IODIDE CAPSULE
A9517,HCPCS Code,I-131 SODIUM IODIDE CAPSULE
A9521,HCPCS Code,TECHNETIUMTC-99M EXAMETAZINE
A9526,HCPCS Code,AMMONIA N-13  PER DOSE
A9528,HCPCS Code,DX I131 SO IODIDE CAP MILLIC
A9537,HCPCS Code,TC99M MEBROFENIN
A9538,HCPCS Code,TC99M PYROPHOSPHATE
A9539,HCPCS Code,TC99M PENTETATE
A9540,HCPCS Code,TC99M MAA
A9541,HCPCS Code,TC99M SULFUR COLLOID
A9547,HCPCS Code,IN111 OXYQUINOLINE
A9552,HCPCS Code,F18 FDG
A9554,HCPCS Code,I125 IOTHALAMATE DX
A9555,HCPCS Code,RB82 RUBIDIUM
A9558,HCPCS Code,XE133 XENON 10MCI
A9560,HCPCS Code,TC99M LABELED RBC
A9561,HCPCS Code,TC99M OXIDRONATE
A9562,HCPCS Code,TC99M MERTIATIDE
A9567,HCPCS Code,TECHNETIUM TC-99M AEROSOL
A9569,HCPCS Code,TECHNETIUM TC-99M AUTO WBC
A9572,HCPCS Code,INDIUM IN-111 PENTETREOTIDE
A9576,HCPCS Code,INJECT PROHANCE MULTIPACK
A9577,HCPCS Code,INJECT MULTIHANCE
A9578,HCPCS Code,INJECT MULTIHANCE MULTIPACK
