"CSV Output"
"DX_CD","diag_description",
"82521","82521 - FX ASTRAGALUS CLOSED",
"82522","82522 - FX NAVICULAR FOOT CLOSED",
"82523","82523 - FX CUBOID CLOSED",
"82524","82524 - FX CUNEIFORM FOOT CLOSED",
"82525","82525 - FX METATARSAL CLOSED",
"82529","82529 - FX FOOT BONE NEC CLOSED",
"82530","82530 - FX FOOT BONE NOS OPEN",
"82532","82532 - FX NAVICULAR FOOT OPEN",
"82535","82535 - FX METATARSAL OPEN",
"8260","8260 - FX PHALANX FOOT CLOSED",
"8261","8261 - FX PHALANX FOOT OPEN",
"8270","8270 - FX LOWER LIMB NEC CLOSED",
"8290","8290 - FRACTURE NOS CLOSED",
"8300","8300 - DISLOCATION JAW CLOSED",
"83100","83100 - DISLOCATION SHOULDER NOS CLOSED",
"83101","83101 - DSLOC ANTERIOR HUMERUS CLOSED",
"83103","83103 - DSLOC INFERIOR HUMERUS CLOSED",
"83104","83104 - DSLOC ACROMIOCLAVICULAR CLOSED",
"83110","83110 - DISLOCATION SHOULDER NOS OPEN",
"83200","83200 - DISLOCATION ELBOW NOS CLOSED",
"83202","83202 - DSLOC POSTERIOR ELBOW CLOSED",
"83209","83209 - DISLOCATION ELBOW NEC CLOSED",
"83300","83300 - DISLOCATION WRIST NOS CLOSED",
"83304","83304 - DSLOC CARPOMETACARPAL CLOSED",
"83400","83400 - DISLOCATION FINGER NOS CLOSED",
"83401","83401 - DSLOC METACARPOPHALANGEAL CLOSED",
"83402","83402 - DSLOC INTERPHALANGEAL HAND CLOSED",
"83500","83500 - DISLOCATION HIP NOS CLOSED",
"8360","8360 - TEAR MEDIAL MENISCUS KNEE CURRENT",
"8361","8361 - TEAR LATERAL MENISCUS KNEE CURRENT",
"8362","8362 - TEAR MENISCUS NEC CURRENT",
"8363","8363 - DISLOCATION PATELLA CLOSED",
"83654","83654 - DSLOC LATERAL PROXIMAL TIBIA CLSD",
"8370","8370 - DISLOCATION ANKLE CLOSED",
"83800","83800 - DISLOCATION FOOT NOS CLOSED",
"83803","83803 - DISLOCATION TARSOMETATARSAL CLOSED",
"83804","83804 - DISLOCATION METATARSAL CLOSED",
"83805","83805 - DSLOC METATARSOPHALANGEAL CLOSED",
"83809","83809 - DISLOCATION FOOT NEC CLOSED",
"83813","83813 - DISLOCATION TARSOMETATARSAL OPEN",
"83819","83819 - DISLOCATION FOOT NEC OPEN",
"83900","83900 - DSLOC CRVCL VERTEBRA NOS CLOSED",
"83901","83901 - DSLOC C1 VERTEBRA CLOSED",
"83902","83902 - DSLOC C2 VERTEBRA CLOSED",
"83903","83903 - DSLOC C3 VERTEBRA CLOSED",
"83904","83904 - DSLOC C4 VERTEBRA CLOSED",
"83905","83905 - DSLOC C5 VERTEBRA CLOSED",
"83906","83906 - DSLOC C6 VERTEBRA CLOSED",
"83907","83907 - DSLOC C7 VERTEBRA CLOSED",
"83908","83908 - DSLOC MULT CRVCL VERTEBRA CLOSED",
"83920","83920 - DSLOC LUMBAR VERTEBRA CLOSED",
"83921","83921 - DSLOC THORACIC VERTEBRA CLOSED",
"83942","83942 - DISLOCATION SACRUM CLOSED",
"83969","83969 - DISLOCATION SITE NEC CLOSED",
"8398","8398 - DISLOCATION MLT/ILL-DEFINED CLSD",
"8400","8400 - SPRAIN/STRAIN ACROMIOCLAVICULAR",
"8403","8403 - SPRAIN/STRAIN INFRASPINATUS",
"8404","8404 - SPRAIN/STRAIN ROTATOR CUFF",
"8405","8405 - SPRAIN/STRAIN SUBSCAPULARIS",
"8406","8406 - SPRAIN/STRAIN SUPRASPINATUS",
"8407","8407 - SPRAIN/STRAIN SLAP LESION",
"8408","8408 - SPRAIN/STRAIN SHOULDER/ARM NEC",
"8409","8409 - SPRAIN/STRAIN SHOULDER/ARM NOS",
"8410","8410 - SPRAIN/STRAIN RADIAL COLATR LGMT",
"8411","8411 - SPRAIN/STRAIN ULNAR COLATR LGMT",
"8413","8413 - SPRAIN/STRAIN ULNOHUMERAL",
"8418","8418 - SPRAIN/STRAIN ELBOW/FOREARM NEC",
"8419","8419 - SPRAIN/STRAIN ELBOW/FOREARM NOS",
"84200","84200 - SPRAIN/STRAIN WRIST NOS",
"84201","84201 - SPRAIN/STRAIN CARPAL",
"84202","84202 - SPRAIN/STRAIN RADIOCARPAL",
"84209","84209 - SPRAIN/STRAIN WRIST NEC",
"84210","84210 - SPRAIN/STRAIN HAND NOS",
"84211","84211 - SPRAIN/STRAIN CARPOMETACARPAL",
"84212","84212 - SPRAIN/STRAIN METACARPOPHALANGEAL",
"84213","84213 - SPRAIN/STRAIN INTERPHALANGEAL",
"84219","84219 - SPRAIN/STRAIN HAND NEC",
"8430","8430 - SPRAIN/STRAIN ILIOFEMORAL",
"8438","8438 - SPRAIN/STRAIN HIP/THIGH NEC",
"8439","8439 - SPRAIN/STRAIN HIP/THIGH NOS",
"8440","8440 - SPRAIN KNEE LATERAL COLATR LGMT",
"8441","8441 - SPRAIN KNEE MEDIAL COLATR LGMT",
"8442","8442 - SPRAIN/STRAIN CRUCIATE LGMT KNEE",
"8443","8443 - SPRAIN KNEE SUPERIOR TIBIOFIBULAR",
"8448","8448 - SPRAIN/STRAIN KNEE/LEG NEC",
"8449","8449 - SPRAIN/STRAIN KNEE/LEG NOS",
"84500","84500 - SPRAIN/STRAIN ANKLE NOS",
"84501","84501 - SPRAIN/STRAIN ANKLE DELTOID",
"84502","84502 - SPRAIN/STRAIN ANKLE CALCANEOFIBULAR",
"84503","84503 - SPRAIN ANKLE DISTAL TIBIOFIBULAR",
"84509","84509 - SPRAIN/STRAIN ANKLE NEC",
"84510","84510 - SPRAIN/STRAIN FOOT NOS",
"84511","84511 - SPRAIN/STRAIN FOOT TARSOMETATARSAL",
"84512","84512 - SPRAIN FOOT METATARSOPHALANGEAL",
"84513","84513 - SPRAIN/STRAIN INTERPHALANGEAL TOE",
"84519","84519 - SPRAIN/STRAIN FOOT NEC",
"8460","8460 - SPRAIN/STRAIN LUMBOSACRAL",
"8461","8461 - SPRAIN/STRAIN SACROILIAC LIGAMENT",
"8463","8463 - SPRAIN/STRAIN SACROTUBEROUS",
"8468","8468 - SPRAIN/STRAIN SACROILIAC SITE NEC",
"8469","8469 - SPRAIN/STRAIN SACROILIAC SITE NOS",
"847","847 - SPRAINS/STRAIN OTH/UNSPC PARTS BACK",
"8470","8470 - SPRAIN/STRAIN NECK",
"8471","8471 - SPRAIN/STRAIN THORACIC REGION",
"8472","8472 - SPRAIN/STRAIN LUMBAR REGION",
"8473","8473 - SPRAIN/STRAIN SACRUM",
"8479","8479 - SPRAIN/STRAIN BACK NOS",
"8481","8481 - SPRAIN/STRAIN JAW",
"8482","8482 - SPRAIN/STRAIN THYROID REGION",
"8483","8483 - SPRAIN/STRAIN RIBS",
"84840","84840 - SPRAIN/STRAIN STERNUM NOS",
"84841","84841 - SPRAIN/STRAIN STERNOCLAVICULAR",
"84842","84842 - SPRAIN/STRAIN CHONDROSTERNAL",
"8485","8485 - SPRAIN/STRAIN PELVIS",
"8488","8488 - SPRAIN/STRAIN NEC",
"8489","8489 - SPRAIN/STRAIN NOS",
"8500","8500 - CONCUSSION NO LOC",
"85011","85011 - CONCUSS COMA 30 MIN OR LESS",
"8504","8504 - CONCUSSION >24H LOC W/O RTC",
"8505","8505 - CONCUSSION NOS LOC",
"8509","8509 - CONCUSSION NOS",
"85101","85101 - CNTUS CORTEX W/O OPN WND NO LOC",
"85109","85109 - CNTUS CORTEX W/O OPN WND CNCUS NOS",
"85181","85181 - LCR BRAIN NOS W/O OPN WND NO LOC",
"85200","85200 - HEM SUBARAC W/O OPN WND UNSPC LOC",
"85201","85201 - HEM SUBARAC W/O OPN WND NO LOC",
"85202","85202 - HEM SUBARAC W/O OPN WND <1H LOC",
"85206","85206 - HEM SUBARAC W/O OPN WND NOS LOC",
"85209","85209 - HEM SUBARAC W/O OPN WND CNCUS NOS",
"85210","85210 - HEM SUBARAC W/OPN WND UNSPC LOC",
"85220","85220 - HEM SBDRL W/O OPN WND UNSPC LOC",
"85221","85221 - HEM SBDRL W/O OPN WND NO LOC",
"85222","85222 - HEM SBDRL W/O OPN WND <1H LOC",
"85226","85226 - HEM SBDRL W/O OPN WND NOS LOC",
"85230","85230 - HEM SBDRL W/OPN WND UNSPC LOC",
"85300","85300 - HEM BRAIN NEC W/O OPN WND UNSPC LOC",
"85306","85306 - HEM BRAIN NEC W/O OPN WND NOS LOC",
"85400","85400 - INJ BRAIN NEC W/O OPN WND UNSPC LOC",
"85401","85401 - INJ BRAIN NEC W/O OPN WND NO LOC",
"85402","85402 - INJ BRAIN NEC W/O OPN WND <1H LOC",
"85404","85404 - INJ BRN NEC W/O OPN WND >24LOC +RTC",
"8600","8600 - PNEUMOTHORAX TRAUM W/O OPN WND",
"8602","8602 - HEMOTHORAX TRAUM W/O OPEN WOUND",
"8604","8604 - PNEUMOHEMOTHORAX TRAUM W/O OPN WND",
"86120","86120 - INJURY LUNG NOS W/O OPEN WOUND",
"86121","86121 - CONTUSION LUNG W/O OPEN WOUND",
"86122","86122 - LACERATION LUNG W/O OPEN WOUND",
"86229","86229 - INJURY INTRATHR NEC W/O OPN WND",
"8628","8628 - INJURY INTRATHR NOS W/O OPEN WOUND",
"86350","86350 - INJURY COLON NOS W/OPEN WOUND",
"86359","86359 - INJURY COLON NEC W/OPEN WOUND",
"86400","86400 - INJURY LIVER NOS W/O OPEN WOUND",
"86401","86401 - HEMATOMA/CNTUS LIVER W/O OPN WND",
"86600","86600 - INJURY NOS KIDNEY W/O OPEN WOUND",
"86601","86601 - HMTMA KIDNEY W/O CAPS RUPT CLOSED",
"8670","8670 - INJ BLADDER/URETHRA W/O OPN WND",
"86803","86803 - INJURY PERITONEUM W/O OPEN WOUND",
"86804","86804 - INJ RETROPERITONEUM W/O OPN WND",
"8690","8690 - INJ INTERNAL ORGAN NOS W/O OPN WND",
"8709","8709 - WOUND OCULAR ADNEXA NOS",
"8712","8712 - RUPTURE EYE W/PARTIAL TISSUE LOSS",
"8713","8713 - AVULSION EYE",
"8714","8714 - LACERATION EYE NOS",
"87200","87200 - WOUND OPEN EXTRN EAR NOS W/O CMPL",
"87201","87201 - WOUND OPEN AURICLE W/O CMPL",
"87202","87202 - WOUND OPEN AUDIT CANAL W/O CMPL",
"87211","87211 - WOUND OPEN AURICLE W/CMPL",
"87212","87212 - WOUND OPEN AUDITORY CANAL W/CMPL",
"87261","87261 - WOUND OPEN EARDRUM W/O CMPL",
"87279","87279 - WOUND OPEN EAR NEC W/CMPL",
"8728","8728 - WOUND OPEN EAR NOS W/O CMPL",
"8729","8729 - WOUND OPEN EAR NOS W/CMPL",
"8730","8730 - WOUND OPEN SCALP W/O CMPL",
"8731","8731 - WOUND OPEN SCALP W/CMPL",
"87320","87320 - WOUND OPEN NOSE NOS W/O CMPL",
"87321","87321 - WOUND OPEN NASAL SEPTUM W/O CMPL",
"87322","87322 - WOUND OPEN NASAL CAVITY W/O CMPL",
"87340","87340 - WOUND OPEN FACE NOS W/O CMPL",
"87341","87341 - WOUND OPEN CHEEK W/O CMPL",
"87342","87342 - WOUND OPEN FOREHEAD W/O CMPL",
"87343","87343 - WOUND OPEN LIP W/O CMPL",
"87344","87344 - WOUND OPEN JAW W/O CMPL",
"87349","87349 - WOUND OPEN FACE NEC W/O CMPL",
"87350","87350 - WOUND OPEN FACE NOS W/CMPL",
"87351","87351 - WOUND OPEN CHEEK W/CMPL",
"87353","87353 - WOUND OPEN LIP W/CMPL",
"87360","87360 - WOUND OPEN MOUTH NOS W/O CMPL",
"87363","87363 - BROKEN TOOTH W/O COMPLICATION",
"87364","87364 - WND OPN TONGUE/FLOOR MOUTH W/O CMPL",
"87365","87365 - WOUND OPEN PALATE W/O CMPL",
"87369","87369 - WOUND OPEN MOUTH NEC W/O CMPL",
"87370","87370 - WOUND OPEN MOUTH NOS W/CMPL",
"87373","87373 - BROKEN TOOTH W/COMPLICATION",
"8738","8738 - WOUND OPEN HEAD NEC W/O CMPL",
"8748","8748 - WOUND OPEN NECK NEC W/O CMPL",
"8749","8749 - WOUND OPEN NECK NEC W/CMPL",
"8750","8750 - WOUND OPEN CHEST (WALL) W/O CMPL",
"8751","8751 - WOUND OPEN CHEST (WALL) W/CMPL",
"8760","8760 - WOUND OPEN BACK W/O CMPL",
"8761","8761 - WOUND OPEN BACK W/CMPL",
"8770","8770 - WOUND OPEN BUTTOCK W/O CMPL",
"8771","8771 - WOUND OPEN BUTTOCK W/CMPL",
"8780","8780 - WOUND OPEN PENIS W/O CMPL",
"8782","8782 - WOUND OPEN SCROTUM/TESTES W/O CMPL",
"8789","8789 - WOUND OPEN GENITALIA NEC W/CMPL",
"8790","8790 - WOUND OPEN BREAST W/O CMPL",
"8791","8791 - WOUND OPEN BREAST W/CMPL",
"8792","8792 - WOUND OPEN ANTR ABDOMEN W/O CMPL",
"8793","8793 - WOUND OPEN ANTR ABDOMEN W/CMPL",
"8794","8794 - WND OPN LAT ABDMN WALL W/O CMPL",
"8795","8795 - WND OPN LAT ABDMN WALL W/CMPL",
"8796","8796 - WOUND OPEN TRUNK NEC W/O CMPL",
"8798","8798 - WOUND OPEN SITE NOS W/O CMPL",
"8799","8799 - WOUND OPEN SITE NOS W/CMPL",
"88000","88000 - WOUND OPEN SHOULDER W/O CMPL",
"88003","88003 - WOUND OPEN UPPER ARM W/O CMPL",
"88100","88100 - WOUND OPEN FOREARM W/O CMPL",
"88101","88101 - WOUND OPEN ELBOW W/O CMPL",
"88102","88102 - WOUND OPEN WRIST W/O CMPL",
"88110","88110 - WOUND OPEN FOREARM W/CMPL",
"88111","88111 - WOUND OPEN ELBOW W/CMPL",
"8820","8820 - WOUND OPEN HAND W/O CMPL",
"8821","8821 - WOUND OPEN HAND W/CMPL",
"8822","8822 - WOUND OPEN HAND W/TENDON INV",
"8830","8830 - WOUND OPEN FINGER W/O CMPL",
"8831","8831 - WOUND OPEN FINGER W/CMPL",
"8832","8832 - WOUND OPEN FINGER W/TENDON INV",
"8840","8840 - WOUND OPN UPPER LIMB NOS W/O CMPL",
"8842","8842 - WND OPN UPPER LIMB NOS W/TENDON INV",
"8860","8860 - AMPUTATION TRAUM FINGER W/O CMPL",
"8861","8861 - AMPUTATION TRAUM FINGER W/CMPL",
"8875","8875 - AMPUT TRAUM ARM/HAND UNILT W/CMPL",
"8900","8900 - WOUND OPEN HIP/THIGH W/O CMPL",
"8901","8901 - WOUND OPEN HIP/THIGH W/CMPL",
"8910","8910 - WND OPN KNEE/LEG/ANKLE W/O CMPL",
"8911","8911 - WND OPN KNEE/LEG/ANKLE W/CMPL",
"8912","8912 - WND OPN KNEE/LEG/ANKLE W/TENDON INV",
"8920","8920 - WOUND OPEN FOOT W/O CMPL",
"8921","8921 - WOUND OPEN FOOT W/CMPL",
"8922","8922 - WOUND OPEN FOOT W/TENDON INV",
"8930","8930 - WOUND OPEN TOE(S) W/O CMPL",
"8931","8931 - WOUND OPEN TOE(S) W/CMPL",
"8932","8932 - WOUND OPEN TOE(S) W/TENDON INV",
"8940","8940 - WOUND OPEN LOWER LIMB W/O CMPL",
"8941","8941 - WOUND OPEN LOWER LIMB W/CMPL",
"8950","8950 - AMPUT TRAUM TOE(S) W/O CMPL",
"8951","8951 - AMPUT TRAUM TOE(S) W/CMPL",
"8960","8960 - AMPUT TRAUM FOOT UNILT W/O CMPL",
"8961","8961 - AMPUT TRAUM FOOT UNILT W/CMPL",
"8962","8962 - AMPUT TRAUM FOOT BILAT W/O CMPL",
"8970","8970 - AMPUT TRAUM LEG BLW KNEE UNILT -CMP",
"8971","8971 - AMPUT TRAUM LEG BLW KNEE UNILT +CMP",
"8972","8972 - AMPUT TRAUM LEG ABV KNEE UNILT -CMP",
"8973","8973 - AMPUT TRAUM LEG ABV KNEE UNILT +CMP",
"8976","8976 - AMPUT TRAUM LEG NOS BILAT W/O CMPL",
"90089","90089 - INJURY HEAD/NECK VESSELS NEC",
"9009","9009 - INJURY HEAD/NECK VESSELS NOS",
"9012","9012 - INJURY SUPERIOR VENA CAVA",
"9013","9013 - INJURY INNOMINATE/SUBCLAVIAN VEIN",
"9031","9031 - INJURY BRACHIAL VESSELS",
"9035","9035 - INJURY FINGER VESSELS",
"9040","9040 - INJURY COMMON FEMORAL ARTERY",
"9041","9041 - INJURY SUPERFICIAL FEMORAL ARTERY",
"9047","9047 - INJURY LEG VESSELS NEC",
"9048","9048 - INJURY LEG VESSEL NOS",
"9050","9050 - LATE EFFECT SKULL/FACE FRACTURE",
"9051","9051 - LATE EFFECT SPINAL/TRUNK FRACTURE",
"9052","9052 - LATE EFFECT ARM FRACTURE",
"9053","9053 - LATE EFFECT FEMUR NECK FRACTURE",
"9054","9054 - LATE EFFECT LEG FRACTURE",
"9057","9057 - LATE EFFECT SPRAIN/STRAIN",
"9058","9058 - LATE EFFECT TENDON INJURY",
"9060","9060 - LATE EFFECT OPEN WOUND HEAD/TRUNK",
"9061","9061 - LATE EFFECT OPEN WOUND EXTREMITY",
"9064","9064 - LATE EFFECT CRUSHING",
"9066","9066 - LATE EFFECT WRIST/HAND BURN",
"9067","9067 - LATE EFFECT EXTREMITY BURN NEC",
"9069","9069 - LATE EFFECT BURNS NOS",
"9070","9070 - LATE EFFECT INTRACRANIAL INJURY",
"9072","9072 - LATE EFFECT SPINAL CORD INJURY",
"9089","9089 - LATE EFFECT INJURY NOS",
"9092","9092 - LATE EFFECT RADIATION",
"9093","9093 - LATE EFFECT SURG/MED COMPL",
"9095","9095 - LATE EFFECT ADVERSE DRUG EFFECT",
"9100","9100 - ABRASION HEAD W/O INFECTION",
"9102","9102 - BLISTER HEAD W/O INFECTION",
"9104","9104 - INSECT BITE HEAD W/O INFECTION",
"9105","9105 - INSECT BITE HEAD W/INFECTION",
"9109","9109 - INJURY SPRFC HEAD NEC W/INFCT",
"9110","9110 - ABRASION TRUNK W/O INFECTION",
"9114","9114 - INSECT BITE TRUNK W/O INFECTION",
"9117","9117 - FOREIGN BODY TRUNK W/INFECTION",
"9118","9118 - INJURY SPRFC TRUNK NEC W/O CMPL",
"9119","9119 - INJURY SPRFC TRUNK NEC W/CMPL",
"9120","9120 - ABRASION SHLDR/UP ARM W/O INFCT",
"9121","9121 - ABRASION SHLDR/UP ARM W/INFCT",
"9124","9124 - INSECT BITE SHLDR/UP ARM W/O INFCT",
"9128","9128 - INJ SPRFCL SHLDR/ARM NEC W/O INFCT",
"9130","9130 - ABRASION LOWER ARM W/O INFECTION",
"9134","9134 - INSECT BITE LOWER ARM W/O INFCT",
"9135","9135 - INSECT BITE LOWER ARM W/INFCT",
"9136","9136 - FOREIGN BODY LOWER ARM W/O INFCT",
"9138","9138 - INJ SPRFCL LOWER ARM NEC W/O INFCT",
"9140","9140 - ABRASION HAND W/O INFECTION",
"9141","9141 - ABRASION HAND W/INFECTION",
"9142","9142 - BLISTER HAND W/O INFECTION",
"9143","9143 - BLISTER HAND W/INFECTION",
"9144","9144 - INSECT BITE HAND W/O INFECTION",
"9145","9145 - INSECT BITE HAND W/INFECTION",
"9146","9146 - FOREIGN BODY HAND W/O INFECTION",
"9147","9147 - FOREIGN BODY HAND W/INFECTION",
"9148","9148 - INJ SPRFCL HAND NEC W/O INFCT",
"9149","9149 - INJ SPRFCL HAND NEC W/INFECTION",
"9150","9150 - ABRASION FINGER W/O INFECTION",
"9151","9151 - ABRASION FINGER W/INFECTION",
"9152","9152 - BLISTER FINGER W/O INFECTION",
"9154","9154 - INSECT BITE FINGER W/O INFECTION",
"9156","9156 - FOREIGN BODY FINGER W/O INFECTION",
"9158","9158 - INJ SPRFCL FINGER NEC W/O INFCT",
"9160","9160 - ABRASION HIP/LEG W/O INFECTION",
"9161","9161 - ABRASION HIP/LEG W/INFECTION",
"9162","9162 - BLISTER HIP/LEG W/O INFECTION",
"9163","9163 - BLISTER HIP/LEG W/INFECTION",
"9164","9164 - INSECT BITE HIP/LEG W/O INFECTION",
"9165","9165 - INSECT BITE HIP/LEG W/INFECTION",
"9166","9166 - FOREIGN BODY HIP/LEG W/O INFECTION",
"9167","9167 - FOREIGN BODY HIP/LEG W/INFECTION",
"9169","9169 - INJ SPRFCL HIP/LEG NEC W/INFCT",
"9170","9170 - ABRASION FOOT/TOE W/O INFECTION",
"9171","9171 - ABRASION FOOT/TOE W/INFECTION",
"9172","9172 - BLISTER FOOT/TOE W/O INFECTION",
"9173","9173 - BLISTER FOOT/TOE W/INFECTION",
"9175","9175 - INSECT BITE FOOT/TOE W/INFECTION",
"9176","9176 - FOREIGN BODY FOOT/TOE W/O INFCT",
"9177","9177 - FOREIGN BODY FOOT/TOE W/INFCT",
"9178","9178 - INJ SPRFCL FOOT/TOE NEC W/O INFCT",
"9179","9179 - INJ SPRFCL FOOT/TOE NEC W/INFCT",
"9180","9180 - INJURY SUPERFICIAL PERIOCULAR",
"9181","9181 - INJURY SUPERFICIAL CORNEA",
"9182","9182 - INJURY SUPERFICIAL CONJUNCTIVA",
"9189","9189 - INJURY SUPERFICIAL EYE NEC",
"9190","9190 - ABRASION NEC W/O INFECTION",
"9191","9191 - ABRASION NEC W/INFECTION",
"9192","9192 - BLISTER NEC W/O INFECTION",
"9193","9193 - BLISTER NEC W/INFECTION",
"9194","9194 - INSECT BITE NEC W/O INFECTION",
"9195","9195 - INSECT BITE NEC W/INFECTION",
"9196","9196 - FOREIGN BODY SPRFCL NEC W/O INFCT",
"9198","9198 - INJURY SUPERFICIAL NEC W/O INFCT",
"9199","9199 - INJURY SUPERFICIAL NEC W/INFCT",
"920","920 - CONTUSION FACE/SCALP/NECK",
"9210","9210 - BLACK EYE NOS",
"9211","9211 - CONTUSION PERIOCULAR",
"9212","9212 - CONTUSION ORBITAL TISSUE",
"9213","9213 - CONTUSION EYEBALL",
"9219","9219 - CONTUSION EYE NOS",
"9220","9220 - CONTUSION BREAST",
"9221","9221 - CONTUSION CHEST WALL",
"9222","9222 - CONTUSION ABDOMINAL WALL",
"92231","92231 - CONTUSION BACK",
"92232","92232 - CONTUSION BUTTOCK",
"92233","92233 - CONTUSION INTERSCAPULAR REGION",
"9229","9229 - CONTUSION TRUNK NOS",
"92300","92300 - CONTUSION SHOULDER REGION",
"92303","92303 - CONTUSION UPPER ARM",
"92309","92309 - CONTUSION SHLDR/UP LIMB MLT SITE",
"92310","92310 - CONTUSION FOREARM",
"92311","92311 - CONTUSION ELBOW",
"92320","92320 - CONTUSION HAND(S)",
"92321","92321 - CONTUSION WRIST",
"9233","9233 - CONTUSION FINGER",
"9239","9239 - CONTUSION UPPER LIMB NOS",
"92400","92400 - CONTUSION THIGH",
"92401","92401 - CONTUSION HIP",
"92410","92410 - CONTUSION LOWER LEG",
"92411","92411 - CONTUSION KNEE",
"92420","92420 - CONTUSION FOOT",
"92421","92421 - CONTUSION ANKLE",
"9243","9243 - CONTUSION TOE",
"9244","9244 - CONTUSION LWR LIMB MLT SITES",
"9245","9245 - CONTUSION LOWER LIMB NOS",
"9248","9248 - CONTUSIONS LWR LIMB NEC MLT SITES",
"9249","9249 - CONTUSION LWR LIMB NOS",
"92720","92720 - INJURY CRUSHING HAND",
"9273","9273 - INJURY CRUSHING FINGER",
"92820","92820 - INJURY CRUSHING FOOT",
"9300","9300 - FOREIGN BODY CORNEA",
"9301","9301 - FOREIGN BODY IN CONJUNCTIVAL SAC",
"9308","9308 - FOREIGN BODY ON EXTERNAL EYE NEC",
"9309","9309 - FOREIGN BODY ON EXTERNAL EYE NOS",
"931","931 - FOREIGN BODY IN EAR",
"932","932 - FOREIGN BODY IN NOSE",
"9330","9330 - FOREIGN BODY IN PHARYNX",
"9331","9331 - FOREIGN BODY IN LARYNX",
"9349","9349 - FOREIGN BODY RESPIRATORY TREE NOS",
"9351","9351 - FOREIGN BODY IN ESOPHAGUS",
"9352","9352 - FOREIGN BODY IN STOMACH",
"938","938 - FOREIGN BODY DIGESTIVE SYSTEM NOS",
"9390","9390 - FOREIGN BODY IN BLADDER & URETHRA",
"9392","9392 - FOREIGN BODY VULVA/VAGINA",
"9399","9399 - FOREIGN BODY IN GU TRACT NOS",
"9409","9409 - BURN OF EYE/ADNEXA NOS",
"94100","94100 - BURN NOS FACE/HEAD/UNSPEC",
"94110","94110 - 1ST DEG BURN FACE/HEAD/UNSPEC",
"94111","94111 - 1ST DEG BURN EAR",
"94117","94117 - 1ST DEG BURN FACE NEC",
"94125","94125 - 2ND DEG BURN NOSE",
"94127","94127 - 2ND DEG BURN FACE NEC",
"94129","94129 - 2ND DEG BURN HEAD MULTIPLE SITES",
"94202","94202 - BURN NOS TRUNK CHEST WALL",
"94203","94203 - BURN NOS TRUNK ABDOMINAL WALL",
"94204","94204 - BURN NOS TRUNK BACK",
"94210","94210 - 1ST DEG BURN TRUNK NOS",
"94212","94212 - 1ST DEG BURN TRUNK CHEST WALL",
"94223","94223 - 2ND DEG BURN TRUNK ABDOMINAL WALL",
"94224","94224 - 2ND DEG BURN TRUNK BACK",
"94229","94229 - 2ND DEG BURN TRUNK NEC",
"94230","94230 - 3RD DEG BURN TRUNK NOS",
"94232","94232 - 3RD DEG BURN TRUNK CHEST WALL",
"94233","94233 - 3RD DEG BURN TRUNK ABDOMINAL WALL",
"94234","94234 - 3RD DEG BURN TRUNK BACK",
"94300","94300 - BURN NOS ARM NOS",
"94301","94301 - BURN NOS FOREARM",
"94310","94310 - 1ST DEG BURN ARM NOS",
"94311","94311 - 1ST DEG BURN FOREARM",
"94320","94320 - 2ND DEG BURN ARM NOS",
"94321","94321 - 2ND DEG BURN FOREARM",
"94323","94323 - 2ND DEG BURN UPPER ARM",
"94329","94329 - 2ND DEG BURN ARM MULTIPLE SITES",
"94330","94330 - 3RD DEG BURN ARM NOS",
"94331","94331 - 3RD DEG BURN FOREARM",
"94333","94333 - 3RD DEG BURN UPPER ARM",
"94339","94339 - 3RD DEG BURN ARM MULTIPLE SITES",
"94400","94400 - BURN NOS HAND NOS",
"94401","94401 - BURN NOS FINGER",
"94406","94406 - BURN NOS BACK OF HAND",
"94410","94410 - 1ST DEG BURN HAND NOS",
"94413","94413 - 1ST DEG BURN MULT FINGERS",
"94420","94420 - 2ND DEG BURN HAND NOS",
"94421","94421 - 2ND DEG BURN FINGER",
"94422","94422 - 2ND DEG BURN THUMB",
"94424","94424 - 2ND DEG BURN FINGER W/THUMB",
"94425","94425 - 2ND DEG BURN PALM",
"94426","94426 - 2ND DEG BURN BACK OF HAND",
"94428","94428 - 2ND DEG BURN HAND MULT SITES",
"94430","94430 - 3RD DEG BURN HAND NOS",
"94434","94434 - 3RD DEG BURN FINGER W/THUMB",
"94438","94438 - 3RD DEG BURN HAND MULT SITES",
"94500","94500 - BURN NOS LEG NOS",
"94502","94502 - BURN NOS FOOT",
"94503","94503 - BURN NOS ANKLE",
"94504","94504 - BURN NOS LOWER LEG",
"94511","94511 - 1ST DEG BURN TOE",
"94512","94512 - 1ST DEG BURN FOOT",
"94514","94514 - 1ST DEG BURN LOWER LEG",
"94515","94515 - 1ST DEG BURN KNEE",
"94516","94516 - 1ST DEG BURN THIGH",
"94520","94520 - 2ND DEG BURN LEG NOS",
"94521","94521 - 2ND DEG BURN TOE",
"94522","94522 - 2ND DEG BURN FOOT",
"94523","94523 - 2ND DEG BURN ANKLE",
"94524","94524 - 2ND DEG BURN LOWER LEG",
"94526","94526 - 2ND DEG BURN THIGH",
"94530","94530 - 3RD DEG BURN LEG NOS",
"94534","94534 - 3RD DEG BURN LOWER LEG",
"9462","9462 - 2ND DEG BURN MULTIPLE SITES",
"9470","9470 - BURN OF MOUTH AND PHARYNX",
"9473","9473 - BURN OF GASTROINTESTINAL TRACT",
"9479","9479 - BURN OF INTERNAL ORGAN NOS",
